Date,link
"November 24, 2023 06:00 PM IST",https://www.moneycontrol.com/news/business/companies/food-products-in-unhealthy-category-account-for-bulk-of-fmcg-sales-in-india-11808471.html
"November 20, 2023 07:47 PM IST",https://www.moneycontrol.com/news/business/markets/consumer-industry-will-grow-but-will-be-split-among-many-players-kotaks-sanjeev-prassad-11775631.html
"November 19, 2023 07:03 AM IST",https://www.moneycontrol.com/news/business/earnings/fmcg-firms-pin-hopes-on-festive-season-numbers-for-rural-recovery-11761671.html
"November 08, 2023 06:01 AM IST",https://www.moneycontrol.com/news/business/why-hul-is-not-an-analyst-darling-at-the-moment-11686411.html
"November 02, 2023 10:28 AM IST",https://www.moneycontrol.com/news/business/markets/hul-ceo-rohit-jawa-foresees-indias-brightest-decade-in-consumption-11644071.html
"October 30, 2023 09:25 PM IST",https://www.moneycontrol.com/news/business/stocks/buy-hindustan-unilever-target-of-rs-2820-geojit-11619721.html
"October 30, 2023 10:04 AM IST",https://www.moneycontrol.com/news/business/earnings/headwinds-ahead-unpacking-fmcg-firms-q2-results-11620551.html
"October 25, 2023 11:20 AM IST",https://www.moneycontrol.com/news/business/earnings/moneycontrol-selects-top-stories-this-morning-9-11594111.html
"October 25, 2023 08:09 AM IST",https://www.moneycontrol.com/news/business/stocks/hsbc-says-hul-five-year-market-laggard-now-downgrades-to-hold-11592671.html
"October 21, 2023 02:00 PM IST",https://www.moneycontrol.com/news/business/earnings/hul-consolidated-september-2023-net-sales-at-rs-15623-00-crore-up-3-16-y-o-y-11577011.html
"October 21, 2023 01:26 PM IST",https://www.moneycontrol.com/news/business/stocks/buy-hindustan-unilever-target-of-rs-2910-sharekhan-11574841.html
"October 21, 2023 01:26 PM IST",https://www.moneycontrol.com/news/business/stocks/buy-hindustan-unilever-target-of-rs-3915-motilal-oswal-11574261.html
"October 20, 2023 04:53 PM IST",https://www.moneycontrol.com/news/business/earnings/hul-eyeing-rural-demand-recovery-price-cuts-to-lead-volume-growth-11572641.html
"October 20, 2023 02:20 PM IST",https://www.moneycontrol.com/news/business/earnings/hul-standalone-september-2023-net-sales-at-rs-15276-00-crore-up-3-56-y-o-y-11571601.html
"October 20, 2023 12:13 PM IST",https://www.moneycontrol.com/news/business/markets/hindustan-unilever-sinks-2-as-q2-revenue-fails-to-impress-11568781.html
"October 20, 2023 12:45 PM IST",https://www.moneycontrol.com/news/business/earnings/hindustan-unilever-road-to-recovery-likely-to-be-gradual-11568721.html
"October 20, 2023 08:40 AM IST",https://www.moneycontrol.com/news/business/markets/witnessing-market-share-loss-in-mass-end-of-the-market-says-hul-ceo-rohit-jawa-11565791.html
"October 19, 2023 07:33 PM IST",https://www.moneycontrol.com/news/business/earnings/passing-benefit-to-customers-via-price-cuts-not-grammage-increase-says-huls-ritesh-tiwari-11565221.html
"October 20, 2023 09:48 AM IST",https://www.moneycontrol.com/news/business/earnings/hul-q2-results-earnings-beats-street-estimates-net-profit-up-3-53-on-year-11562911.html
"October 19, 2023 08:47 PM IST",https://www.moneycontrol.com/news/business/earnings/q2-earnings-live-updates-hindustan-unilever-itc-nestle-india-pvr-inox-quarterly-results-latest-news-11559041.html
"October 19, 2023 06:34 AM IST",https://www.moneycontrol.com/news/business/earnings/hul-q2fy24-preview-inflation-to-hit-revenue-sales-growth-profit-may-fall-as-price-cuts-hit-margins-11554571.html
"October 17, 2023 04:12 PM IST",https://www.moneycontrol.com/news/business/hindustan-unilever-q2-pat-seen-up-5-1-yoy-to-rs-2500-cr-nirmal-bang-11548361.html
"October 15, 2023 04:28 PM IST",https://www.moneycontrol.com/news/business/markets/mcap-of-six-of-top-10-firms-jumps-rs-70527-11-crore-reliance-industries-biggest-gainer-11535321.html
"October 05, 2023 06:42 AM IST",https://www.moneycontrol.com/news/business/markets/trade-spotlight-what-should-you-do-with-avenue-supermarts-hindustan-unilever-hdfc-bank-today-11479161.html
"September 11, 2023 05:23 PM IST",https://www.moneycontrol.com/news/business/markets/small-fmcg-players-regain-indian-market-share-as-raw-material-prices-cool-off-11349451.html
"August 25, 2023 09:39 AM IST",https://www.moneycontrol.com/news/business/rising-raw-material-prices-put-a-lid-on-fmcg-ad-spends-in-fy23-11249121.html
"August 10, 2023 08:17 PM IST",https://www.moneycontrol.com/news/business/stocks/hul-titan-asian-paints-downgraded-by-analysts-over-poor-prospects-11132331.html
"July 27, 2023 12:13 PM IST",https://www.moneycontrol.com/news/business/a-year-later-hindustan-unilever-embraces-volume-growth-over-price-11040201.html
"July 27, 2023 12:48 PM IST",https://www.moneycontrol.com/news/business/small-players-might-further-lower-hindustan-unilevers-tea-business-say-analysts-11040111.html
"July 26, 2023 10:55 AM IST",https://www.moneycontrol.com/news/business/stocks/buy-hindustan-unilever-target-of-rs-3109-kr-choksey-2-11026431.html
"July 22, 2023 07:55 PM IST",https://www.moneycontrol.com/news/business/stocks/accumulate-hindustan-unilever-target-of-rs-3068-religare-retail-research-11008901.html
"July 22, 2023 12:47 PM IST",https://www.moneycontrol.com/news/business/stocks/buy-hindustan-unilever-target-of-rs-3100-motilal-oswal-3-11005691.html
"July 21, 2023 11:26 PM IST",https://www.moneycontrol.com/news/business/earnings/hul-consolidated-june-2023-net-sales-at-rs-15496-00-crore-up-5-96-y-o-y-11006511.html
"July 21, 2023 09:46 PM IST",https://www.moneycontrol.com/news/business/stocks/buy-hindustan-unilever-target-of-rs-3050-sharekhan-2-11005101.html
"July 21, 2023 09:55 PM IST",https://www.moneycontrol.com/news/business/earnings/hul-standalone-june-2023-net-sales-at-rs-15148-00-crore-up-6-14-y-o-y-11005501.html
"July 21, 2023 07:20 PM IST",https://www.moneycontrol.com/news/business/stocks/hold-hindustan-unilever-target-of-rs-2775-prabhudas-lilladher-11004561.html
"July 21, 2023 05:29 PM IST",https://www.moneycontrol.com/news/business/stocks/reduce-hindustan-unilever-target-of-rs-2550-hdfc-securities-11003821.html
"July 21, 2023 09:22 AM IST",https://www.moneycontrol.com/news/business/stocks/hul-disappoints-street-in-q1-jefferies-downgrades-stock-10999431.html
"July 21, 2023 08:46 AM IST",https://www.moneycontrol.com/news/business/earnings/hindustan-unilever-gradual-recovery-in-the-short-term-10999161.html
"July 20, 2023 08:55 PM IST",https://www.moneycontrol.com/news/business/earnings/huls-rohit-jawa-we-should-be-ahead-of-the-curve-rather-than-behind-10997361.html
"July 20, 2023 08:24 PM IST",https://www.moneycontrol.com/news/business/earnings/hul-expects-price-growth-to-be-flat-or-negative-in-coming-quarters-all-eyes-on-volumes-10997031.html
