Date,link
"November 24, 2023 11:54 AM IST",https://www.moneycontrol.com/news/business/stocks/buy-axis-bank-target-of-rs-1300-emkay-global-financial-3-11804661.html
"November 24, 2023 11:39 AM IST",https://www.moneycontrol.com/news/business/stocks/buy-axis-bank-target-of-rs-1150-motilal-oswal-3-11804611.html
"November 24, 2023 11:09 AM IST",https://www.moneycontrol.com/news/business/markets/axis-bank-gains-as-higher-deposits-digital-prowess-citi-deal-keep-brokerages-upbeat-11803661.html
"November 24, 2023 10:51 AM IST",https://www.moneycontrol.com/news/business/stocks/buy-axis-bank-target-of-rs-1140-sharekhan-6-11803181.html
"November 22, 2023 06:57 AM IST",https://www.moneycontrol.com/news/business/personal-finance/maintaining-multiple-bank-accounts-now-get-single-view-access-to-all-transactions-11783961.html
"November 17, 2023 01:33 PM IST",https://www.moneycontrol.com/news/business/rbi-penalty-axis-bank-clarifies-says-corrective-action-taken-11760301.html
"November 17, 2023 10:08 AM IST",https://www.moneycontrol.com/news/business/markets/axis-bank-shares-fall-2-after-rbi-raises-risk-weight-on-consumer-loans-imposes-penalty-11759511.html
"November 16, 2023 06:09 PM IST",https://www.moneycontrol.com/news/business/rbi-imposes-monetary-penalty-of-rs-90-lakh-on-axis-bank-for-non-compliances-11756001.html
"November 09, 2023 02:34 PM IST",https://www.moneycontrol.com/news/business/closely-monitoring-our-unsecured-retail-loans-says-axis-banks-md-11709121.html
"November 06, 2023 10:17 AM IST",https://www.moneycontrol.com/news/business/stocks/buy-axis-bank-target-of-rs-1250-prabhudas-lilladher-11668241.html
"October 29, 2023 06:09 PM IST",https://www.moneycontrol.com/news/business/axis-bank-well-capitalised-with-self-sustaining-capital-structure-to-fund-growth-md-11620371.html
"October 27, 2023 06:47 PM IST",https://www.moneycontrol.com/news/business/banks/axis-bank-aims-to-augment-small-ticket-loans-this-year-md-ceo-amitabh-chaudhry-11614621.html
"October 27, 2023 03:58 PM IST",https://www.moneycontrol.com/news/business/stocks/buy-axis-bank-target-of-rs-1150-motilal-oswal-2-11606061.html
"October 27, 2023 01:07 PM IST",https://www.moneycontrol.com/news/business/stocks/buy-axis-bank-target-of-rs-1300-emkay-global-financial-2-11606111.html
"October 27, 2023 12:43 PM IST",https://www.moneycontrol.com/news/business/stocks/buy-axis-bank-target-of-rs-1140-sharekhan-5-11606371.html
"October 27, 2023 11:36 AM IST",https://www.moneycontrol.com/news/business/stocks/buy-axis-bank-target-of-rs-1150-icici-securities-2-11606261.html
"October 27, 2023 06:51 AM IST",https://www.moneycontrol.com/news/business/markets/trade-spotlight-how-to-deal-in-axis-bank-swan-energy-knr-constructions-counters-today-11607381.html
"October 26, 2023 06:08 PM IST",https://www.moneycontrol.com/news/business/axis-bank-approves-appointment-of-munish-sharda-as-executive-director-11605481.html
"October 26, 2023 09:19 AM IST",https://www.moneycontrol.com/news/business/earnings/axis-bank-q2-margin-surprise-impresses-street-should-you-buy-or-sell-the-stock-11599911.html
"October 25, 2023 04:55 PM IST",https://www.moneycontrol.com/news/business/earnings/axis-bank-q2-net-profit-rises-10-to-rs-5863-crore-11596841.html
"October 25, 2023 05:37 PM IST",https://www.moneycontrol.com/news/business/earnings/axis-bank-q2-results-net-profit-jumps-10-to-rs-5863-crore-asset-quality-stays-healthy-11594071.html
"October 25, 2023 11:20 AM IST",https://www.moneycontrol.com/news/business/earnings/moneycontrol-selects-top-stories-this-morning-9-11594111.html
"October 19, 2023 07:39 PM IST",https://www.moneycontrol.com/news/trends/fact-check-is-the-viral-garba-video-from-axis-bank-team-clarifies-11565981.html
"October 13, 2023 01:34 PM IST",https://www.moneycontrol.com/news/business/markets/sbi-axis-bank-fall-2-on-ubs-downgrades-drives-nse-bank-index-down-11526511.html
"September 28, 2023 04:51 PM IST",https://www.moneycontrol.com/news/business/markets/it-fmcg-auto-a-drag-on-nifty-lt-airtel-coal-india-beat-the-slump-11446141.html
"September 20, 2023 06:31 AM IST",https://www.moneycontrol.com/news/business/markets/hot-stocks-axis-bank-gsfc-ami-organics-may-deliver-at-least-10-in-short-term-11391111.html
"September 15, 2023 10:50 AM IST",https://www.moneycontrol.com/news/business/banks/5-most-googled-banking-stocks-in-india-in-2023-11373301.html
"September 14, 2023 08:03 AM IST",https://www.moneycontrol.com/news/business/markets/hot-stocks-axis-bank-bank-of-india-nocil-can-give-up-to-35-return-in-short-term-heres-why-11364151.html
"September 06, 2023 03:34 PM IST",https://www.moneycontrol.com/news/business/axis-banks-amitabh-chaudhry-pitches-for-closer-collaboration-between-banks-fintechs-for-growth-11322011.html
"September 04, 2023 11:43 AM IST",https://www.moneycontrol.com/news/business/stocks/motilal-oswal-reiterates-buy-rating-for-axis-bank-sees-19-upside-11305841.html
"September 03, 2023 12:31 PM IST",https://www.moneycontrol.com/news/business/stocks/buy-axis-bank-target-of-rs-1175-motilal-oswal-11301291.html
"August 31, 2023 02:53 PM IST",https://www.moneycontrol.com/news/business/markets/irdai-asks-sebi-to-look-into-axis-bank-max-life-deal-cnbc-tv18-11288991.html
"August 29, 2023 12:25 PM IST",https://www.moneycontrol.com/news/business/markets/axis-bank-is-in-top-picks-of-jefferies-on-healthy-growth-attractive-valuations-11275541.html
"August 28, 2023 02:12 PM IST",https://www.moneycontrol.com/news/assembly-elections/karnataka/mc-interview-elliott-wave-strategist-ashish-kyal-expects-profit-booking-in-midcap-smallcap-stocks-11267031.html
"August 23, 2023 11:42 AM IST",https://www.moneycontrol.com/news/business/startup/cleartrip-announces-partnership-with-axis-bank-to-offer-benefits-for-12-5-million-users-11236841.html
"August 21, 2023 08:22 AM IST",https://www.moneycontrol.com/news/business/markets/mpc-will-keep-interest-rates-steady-for-a-while-says-axis-banks-neelkanth-mishra-11226171.html
